country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",30-05-2025 02:00:00,18.897756,72.813320,SO2,1,5,3
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",30-05-2025 02:00:00,19.0364585,72.8954371,NO2,12,31,19
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",30-05-2025 02:00:00,19.0364585,72.8954371,NH3,3,7,5
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",30-05-2025 02:00:00,19.10078,72.87462,PM2.5,39,47,43
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",30-05-2025 02:00:00,19.10078,72.87462,OZONE,7,7,7
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",30-05-2025 02:00:00,19.875620,75.387310,NH3,1,3,2
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",30-05-2025 02:00:00,19.875620,75.387310,OZONE,8,46,21
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",30-05-2025 02:00:00,19.16485,73.23409,SO2,6,19,14
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",30-05-2025 02:00:00,19.16485,73.23409,CO,20,56,24
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",30-05-2025 02:00:00,19.222279,72.957979,PM2.5,15,66,38
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",30-05-2025 02:00:00,19.222279,72.957979,PM10,46,76,62
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",30-05-2025 02:00:00,19.222279,72.957979,NO2,2,21,8
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",30-05-2025 02:00:00,19.222279,72.957979,NH3,1,10,5
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",30-05-2025 02:00:00,19.222279,72.957979,CO,4,54,10
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",30-05-2025 02:00:00,19.235581,73.159121,PM2.5,30,75,54
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",30-05-2025 02:00:00,19.235581,73.159121,NH3,1,5,3
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",30-05-2025 02:00:00,19.235581,73.159121,OZONE,5,77,25
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",30-05-2025 02:00:00,19.4458210,72.7988231,SO2,1,2,2
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",30-05-2025 02:00:00,24.8207389,93.9423085,NO2,NA,NA,NA
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",30-05-2025 02:00:00,24.8207389,93.9423085,CO,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",30-05-2025 02:00:00,25.5803419,91.8942571,NO2,3,34,17
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",30-05-2025 02:00:00,21.152875,79.0517531,NO2,NA,NA,NA
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",30-05-2025 02:00:00,21.152875,79.0517531,NH3,NA,NA,NA
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",30-05-2025 02:00:00,21.143383,79.048912,NO2,2,36,18
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",30-05-2025 02:00:00,21.143383,79.048912,NH3,2,5,3
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",30-05-2025 02:00:00,21.143383,79.048912,SO2,1,6,4
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",30-05-2025 02:00:00,19.173852,77.296291,NO2,4,21,10
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",30-05-2025 02:00:00,19.173852,77.296291,SO2,9,13,10
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",30-05-2025 02:00:00,20.0073285,73.7762427,PM2.5,22,54,36
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",30-05-2025 02:00:00,20.021503,73.813844,PM10,62,123,97
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",30-05-2025 02:00:00,20.021503,73.813844,OZONE,12,42,22
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",30-05-2025 02:00:00,19.950220,73.731480,PM2.5,22,81,55
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",30-05-2025 02:00:00,19.950220,73.731480,PM10,59,133,115
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",30-05-2025 02:00:00,19.383200,72.820400,NH3,2,2,2
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",30-05-2025 02:00:00,19.10861,72.83622,NO2,33,57,48
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",30-05-2025 02:00:00,19.10861,72.83622,SO2,37,39,38
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",30-05-2025 02:00:00,19.10861,72.83622,CO,1,1,1
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",30-05-2025 02:00:00,18.9936162,72.8128113,PM10,70,105,92
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",30-05-2025 02:00:00,18.9936162,72.8128113,NH3,5,5,5
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",30-05-2025 02:00:00,18.9936162,72.8128113,CO,8,24,15
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",30-05-2025 02:00:00,21.121801,79.04952,PM2.5,27,93,50
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",30-05-2025 02:00:00,21.121801,79.04952,PM10,28,90,55
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",30-05-2025 02:00:00,21.14472,79.107595,CO,10,121,71
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",30-05-2025 02:00:00,18.547056,73.826908,OZONE,1,35,17
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",30-05-2025 02:00:00,18.664282,73.763966,CO,44,102,65
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",30-05-2025 02:00:00,18.664282,73.763966,OZONE,19,50,28
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",30-05-2025 02:00:00, 16.5038,74.3623,PM10,38,143,90
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",30-05-2025 02:00:00,17.6336264,75.9132495,OZONE,5,16,10
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",30-05-2025 02:00:00,17.65439,75.90649,NH3,3,6,4
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",30-05-2025 02:00:00,19.26777,72.97182,NO2,8,25,13
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",30-05-2025 02:00:00,19.950220,73.731480,SO2,1,6,4
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.090337,73.014232,PM10,72,116,89
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.090337,73.014232,NO2,4,50,22
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.1135051,73.008978,NO2,46,49,47
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.0575752,73.0151367,NH3,4,10,6
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.0575752,73.0151367,OZONE,6,47,26
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.02579,73.10297,PM2.5,30,202,58
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",30-05-2025 02:00:00,19.137500,72.915056,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",30-05-2025 02:00:00,19.000084,72.856730,PM10,24,73,61
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",30-05-2025 02:00:00,19.000084,72.856730,OZONE,1,5,3
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",30-05-2025 02:00:00,19.060498,72.923356,SO2,6,10,8
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",30-05-2025 02:00:00,19.000083,72.813993,NO2,12,70,32
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",30-05-2025 02:00:00,19.000083,72.813993,OZONE,2,27,19
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",30-05-2025 02:00:00,19.383200,72.820400,PM2.5,34,159,58
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",30-05-2025 02:00:00,19.383200,72.820400,PM10,96,135,111
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",30-05-2025 02:00:00,23.7176342,92.7192841,SO2,2,2,2
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",30-05-2025 02:00:00,25.6635413,94.0989878,NO2,3,4,3
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",30-05-2025 02:00:00,25.6635413,94.0989878,CO,1,8,4
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",30-05-2025 02:00:00,21.51161,86.89088,SO2,5,6,5
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",30-05-2025 02:00:00,22.1166054,85.3945546,NO2,9,32,15
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",30-05-2025 02:00:00,19.0630,73.1209,OZONE,5,11,8
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",30-05-2025 02:00:00,18.63673,73.82487,PM2.5,27,51,39
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",30-05-2025 02:00:00,18.63673,73.82487,OZONE,9,36,16
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",30-05-2025 02:00:00,18.614767,73.799516,PM2.5,13,73,43
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",30-05-2025 02:00:00,18.614767,73.799516,PM10,54,114,89
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",30-05-2025 02:00:00,18.454450,73.854155,NH3,1,11,3
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",30-05-2025 02:00:00,18.454450,73.854155,CO,14,50,50
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",30-05-2025 02:00:00,18.536457,73.805454,OZONE,1,33,4
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",30-05-2025 02:00:00,18.530085,73.849598,PM10,66,143,102
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",30-05-2025 02:00:00,22.18972222,84.86277778,PM2.5,92,316,136
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",30-05-2025 02:00:00,22.220833,84.809444,PM10,35,88,55
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",30-05-2025 02:00:00,22.220833,84.809444,SO2,1,4,2
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",30-05-2025 02:00:00,21.606865,85.510538,PM2.5,NA,NA,NA
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",30-05-2025 02:00:00,21.606865,85.510538,NH3,NA,NA,NA
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",30-05-2025 02:00:00,20.9360711,85.1707021,PM10,11,126,59
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",30-05-2025 02:00:00,20.9360711,85.1707021,NH3,6,10,7
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",30-05-2025 02:00:00,21.869985,85.167016,PM2.5,16,32,24
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",30-05-2025 02:00:00,21.869985,85.167016,NO2,20,31,26
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",30-05-2025 02:00:00,21.869985,85.167016,OZONE,28,47,40
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",30-05-2025 02:00:00,22.1166054,85.3945546,NH3,2,3,3
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",30-05-2025 02:00:00,22.1166054,85.3945546,SO2,6,21,11
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",30-05-2025 02:00:00,21.941841,86.728318,OZONE,24,67,34
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",30-05-2025 02:00:00,20.240790,85.836784,CO,32,102,60
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",30-05-2025 02:00:00,20.34652,85.81630,PM10,18,76,48
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",30-05-2025 02:00:00,22.06156703,85.47409613,NH3,4,4,4
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",30-05-2025 02:00:00,21.8004996,83.8396977,PM2.5,9,248,82
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",30-05-2025 02:00:00,21.8004996,83.8396977,NH3,7,7,7
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",30-05-2025 02:00:00,30.649961,76.331442,PM10,78,121,96
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",30-05-2025 02:00:00,30.649961,76.331442,NO2,26,27,26
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",30-05-2025 02:00:00,30.649961,76.331442,CO,78,110,101
India,Punjab,Patiala,"Model Town, Patiala - PPCB",30-05-2025 02:00:00,30.349388,76.366642,NO2,7,20,18
India,Punjab,Patiala,"Model Town, Patiala - PPCB",30-05-2025 02:00:00,30.349388,76.366642,NH3,3,3,3
India,Punjab,Patiala,"Model Town, Patiala - PPCB",30-05-2025 02:00:00,30.349388,76.366642,CO,15,80,39
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",30-05-2025 02:00:00,26.470859,74.646594,NH3,3,4,3
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",30-05-2025 02:00:00,23.555190,74.440010,NH3,2,4,3
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",30-05-2025 02:00:00,23.555190,74.440010,CO,82,193,110
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",30-05-2025 02:00:00,23.555190,74.440010,OZONE,34,96,69
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",30-05-2025 02:00:00,26.843698,75.766894,CO,28,58,42
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",30-05-2025 02:00:00,26.843698,75.766894,OZONE,46,190,60
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",30-05-2025 02:00:00,26.9164092,75.7994901,NH3,6,11,9
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",30-05-2025 02:00:00,26.9164092,75.7994901,SO2,8,9,9
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",30-05-2025 02:00:00,26.786682,75.827928,NO2,16,115,33
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",30-05-2025 02:00:00,26.786682,75.827928,OZONE,42,127,67
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",30-05-2025 02:00:00,26.960669,75.771817,PM10,85,400,160
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",30-05-2025 02:00:00,26.960669,75.771817,CO,2,25,8
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",30-05-2025 02:00:00,26.9502929,75.730943,CO,6,68,42
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",30-05-2025 02:00:00,25.106006,76.469948,NH3,3,6,5
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",30-05-2025 02:00:00,25.106006,76.469948,OZONE,42,130,82
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",30-05-2025 02:00:00,25.747299,71.393989,PM10,42,267,107
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",30-05-2025 02:00:00,25.747299,71.393989,NH3,2,26,10
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",30-05-2025 02:00:00,27.215415,77.50873,NH3,4,13,7
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",30-05-2025 02:00:00,27.215415,77.50873,CO,13,72,54
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",30-05-2025 02:00:00,25.339605,74.618883,CO,32,51,43
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",30-05-2025 02:00:00,28.207266,76.829265,NO2,14,191,43
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",30-05-2025 02:00:00,21.8004996,83.8396977,SO2,13,14,14
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",30-05-2025 02:00:00,21.8004996,83.8396977,OZONE,4,195,101
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",30-05-2025 02:00:00,20.94185,86.11510,NO2,17,74,26
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",30-05-2025 02:00:00,21.643900,85.599355,CO,15,111,34
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",30-05-2025 02:00:00,21.847279,85.416905,SO2,3,5,4
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",30-05-2025 02:00:00,21.847279,85.416905,OZONE,6,11,7
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",30-05-2025 02:00:00,22.265816,86.174829,NO2,16,18,17
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",30-05-2025 02:00:00,26.895552,76.334753,NH3,7,12,9
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",30-05-2025 02:00:00,26.895552,76.334753,OZONE,24,130,71
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",30-05-2025 02:00:00,26.699557,77.898881,PM2.5,23,71,40
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",30-05-2025 02:00:00,26.699557,77.898881,CO,12,32,24
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",30-05-2025 02:00:00,23.837789,73.714926,CO,7,31,19
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",30-05-2025 02:00:00,29.610750,74.283608,PM2.5,55,399,139
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",30-05-2025 02:00:00,26.902909,75.836858,NH3,4,8,5
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",30-05-2025 02:00:00,11.9309,79.8027,NH3,3,5,4
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",30-05-2025 02:00:00,11.9309,79.8027,OZONE,2,41,26
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",30-05-2025 02:00:00,31.620000,74.876512,PM10,NA,NA,NA
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",30-05-2025 02:00:00,31.620000,74.876512,CO,NA,NA,NA
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30-05-2025 02:00:00,30.233011,74.907758,PM2.5,60,314,172
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",30-05-2025 02:00:00,30.9028,75.8086,OZONE,14,29,19
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",30-05-2025 02:00:00,28.018792,73.292658,PM10,104,379,151
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",30-05-2025 02:00:00,28.018792,73.292658,NH3,6,21,9
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",30-05-2025 02:00:00,28.018792,73.292658,CO,10,56,29
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",30-05-2025 02:00:00,25.435774,75.644272,PM2.5,20,89,50
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",30-05-2025 02:00:00,24.892047,74.623527,SO2,1,8,5
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",30-05-2025 02:00:00,28.296139,74.961696,SO2,3,5,4
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",30-05-2025 02:00:00,9.865935,78.022669,NH3,3,3,3
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",30-05-2025 02:00:00,11.273992,78.163545,NO2,10,10,10
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB",30-05-2025 02:00:00,11.273992,78.163545,NH3,3,3,3
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB",30-05-2025 02:00:00,10.681158,78.741746,SO2,7,7,7
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",30-05-2025 02:00:00,11.258242,77.552761,CO,22,27,25
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB",30-05-2025 02:00:00,10.423417,78.784889,SO2,13,13,13
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",30-05-2025 02:00:00,12.952707,79.30394,PM2.5,NA,NA,NA
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB",30-05-2025 02:00:00,12.952707,79.30394,NO2,1,2,1
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",30-05-2025 02:00:00,24.041198,74.780702,OZONE,48,101,77
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",30-05-2025 02:00:00,25.036360,73.883502,NH3,9,64,17
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",30-05-2025 02:00:00,26.031443,76.359327,NO2,31,54,40
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",30-05-2025 02:00:00,26.031443,76.359327,SO2,7,11,8
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",30-05-2025 02:00:00,27.608912,75.153302,PM2.5,59,152,86
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",30-05-2025 02:00:00,27.608912,75.153302,PM10,122,456,178
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",30-05-2025 02:00:00,27.608912,75.153302,SO2,1,6,2
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",30-05-2025 02:00:00,27.608912,75.153302,CO,8,52,13
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",30-05-2025 02:00:00,27.608912,75.153302,OZONE,27,70,58
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",30-05-2025 02:00:00,25.164090,75.858137,OZONE,55,137,74
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",30-05-2025 02:00:00,25.196024,75.855668,NO2,3,46,20
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",30-05-2025 02:00:00,25.14389,75.821256,NH3,2,11,4
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",30-05-2025 02:00:00,27.213494,73.734444,SO2,1,6,3
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",30-05-2025 02:00:00,25.771061, 73.340227,NO2,17,24,20
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",30-05-2025 02:00:00,25.771061, 73.340227,NH3,4,8,6
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",30-05-2025 02:00:00,24.041198,74.780702,NO2,9,28,16
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",30-05-2025 02:00:00,10.942451,76.978996,OZONE,4,42,16
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB",30-05-2025 02:00:00,10.358535,77.984321,OZONE,8,8,8
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",30-05-2025 02:00:00,12.746998,77.813811,PM2.5,35,75,50
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",30-05-2025 02:00:00,12.746998,77.813811,OZONE,3,11,5
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",30-05-2025 02:00:00,12.864618,79.659968,SO2,10,12,11
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",30-05-2025 02:00:00,12.864618,79.659968,CO,6,14,8
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",30-05-2025 02:00:00,9.865935,78.022669,PM2.5,9,75,30
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",30-05-2025 02:00:00,25.344694,72.626208,NH3,2,14,8
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",30-05-2025 02:00:00,24.588397,76.172782,PM2.5,17,39,28
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",30-05-2025 02:00:00,24.588397,76.172782,NH3,2,6,3
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",30-05-2025 02:00:00,28.108988,75.386577,PM2.5,71,366,151
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",30-05-2025 02:00:00,28.108988,75.386577,PM10,118,500,259
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",30-05-2025 02:00:00,26.268249,73.0193853,NH3,1,6,4
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",30-05-2025 02:00:00,26.268249,73.0193853,SO2,1,19,8
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",30-05-2025 02:00:00,13.1662,80.2584,NO2,8,12,10
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",30-05-2025 02:00:00,13.164544,80.26285,NO2,15,16,15
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",30-05-2025 02:00:00,13.164544,80.26285,OZONE,55,56,56
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",30-05-2025 02:00:00,12.9533,80.2357,CO,24,36,33
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",30-05-2025 02:00:00,13.1036,80.2909,CO,14,53,29
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",30-05-2025 02:00:00,13.0052189,80.2398125,NH3,4,6,4
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",30-05-2025 02:00:00,26.215415,73.070156,SO2,5,7,6
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",30-05-2025 02:00:00,26.253384,72.976571,CO,12,20,15
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",30-05-2025 02:00:00,26.253384,72.976571,OZONE,24,102,73
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",30-05-2025 02:00:00,26.506177,77.025989,SO2,6,15,10
